algorithm,scenario,model,method,train_seed,unlearn_seed,ndcg
2,clean,Perfect,fedEraser,10,10,0.5432430192709127
2,clean,Perfect,fineTuning,1,1,0.5327414864045038
2,clean,Perfect,fineTuning,2,2,0.532124421462589
2,clean,Perfect,fineTuning,3,3,0.5345140085818954
2,clean,Perfect,fineTuning,4,4,0.5468106502263559
2,clean,Perfect,fineTuning,5,5,0.5417580536095995
2,clean,Perfect,fineTuning,6,6,0.5348084030717072
2,clean,Perfect,fineTuning,7,7,0.5432926904364103
2,clean,Perfect,fineTuning,8,8,0.5347063457728239
2,clean,Perfect,fineTuning,9,9,0.5379352092129228
2,clean,Perfect,fineTuning,10,10,0.5438764882969439
2,clean,Perfect,pga,1,1,0.5375404468057016
2,clean,Perfect,pga,2,2,0.5366452327484219
2,clean,Perfect,pga,3,3,0.5358741258034995
2,clean,Perfect,pga,4,4,0.5410889044677941
2,clean,Perfect,pga,5,5,0.5378907886694492
2,clean,Perfect,pga,6,6,0.5418570786905941
2,clean,Perfect,pga,7,7,0.5443579349912175
2,clean,Perfect,pga,8,8,0.5325277725409396
2,clean,Perfect,pga,9,9,0.5517167969341733
2,clean,Perfect,pga,10,10,0.5416015416683497
2,clean,Navigational,retrain,1,1,0.5325949295107869
2,clean,Navigational,retrain,2,2,0.5385780854646669
2,clean,Navigational,retrain,3,3,0.5339434351358386
2,clean,Navigational,retrain,4,4,0.5368292966986418
2,clean,Navigational,retrain,5,5,0.5335388290738181
2,clean,Navigational,retrain,6,6,0.5383268603437757
2,clean,Navigational,retrain,7,7,0.5285234918665302
2,clean,Navigational,retrain,8,8,0.5260948692499
2,clean,Navigational,retrain,9,9,0.5277032166401997
2,clean,Navigational,retrain,10,10,0.5316592239046063
2,clean,Navigational,FedRemove,1,1,0.5348531789902186
2,clean,Navigational,FedRemove,2,2,0.5365574601584676
2,clean,Navigational,FedRemove,3,3,0.5281483733496485
2,clean,Navigational,FedRemove,4,4,0.5361145882862329
2,clean,Navigational,FedRemove,5,5,0.5289706034238988
2,clean,Navigational,FedRemove,6,6,0.5295725505885263
2,clean,Navigational,FedRemove,7,7,0.5301882087483877
2,clean,Navigational,FedRemove,8,8,0.5358650149142863
2,clean,Navigational,FedRemove,9,9,0.5389905390449302
2,clean,Navigational,FedRemove,10,10,0.5325356258216014
2,clean,Navigational,fedEraser,1,1,0.5332269901078303
2,clean,Navigational,fedEraser,2,2,0.5368410286527006
2,clean,Navigational,fedEraser,3,3,0.5390302518337605
2,clean,Navigational,fedEraser,4,4,0.5433941536779221
2,clean,Navigational,fedEraser,5,5,0.5365836421911572
2,clean,Navigational,fedEraser,6,6,0.5368490781595046
2,clean,Navigational,fedEraser,7,7,0.5361336634700398
2,clean,Navigational,fedEraser,8,8,0.5345845455474916
2,clean,Navigational,fedEraser,9,9,0.5417915999047118
2,clean,Navigational,fedEraser,10,10,0.5455076610169298
2,clean,Navigational,fineTuning,1,1,0.5436703055441597
2,clean,Navigational,fineTuning,2,2,0.5471210359978195
2,clean,Navigational,fineTuning,3,3,0.5392823269925123
2,clean,Navigational,fineTuning,4,4,0.5496786207637226
2,clean,Navigational,fineTuning,5,5,0.5486494147585907
2,clean,Navigational,fineTuning,6,6,0.5438382074299744
2,clean,Navigational,fineTuning,7,7,0.5421699496648816
2,clean,Navigational,fineTuning,8,8,0.5400363131342945
2,clean,Navigational,fineTuning,9,9,0.5408350246984096
2,clean,Navigational,fineTuning,10,10,0.5469584517408173
2,clean,Navigational,pga,1,1,0.5399357748577518
2,clean,Navigational,pga,2,2,0.5356114210598686
2,clean,Navigational,pga,3,3,0.5362907783001882
2,clean,Navigational,pga,4,4,0.5306961573661807
2,clean,Navigational,pga,5,5,0.5361033516945856
2,clean,Navigational,pga,6,6,0.5385295023671095
2,clean,Navigational,pga,7,7,0.5329188116881
2,clean,Navigational,pga,8,8,0.5287903641849787
2,clean,Navigational,pga,9,9,0.5421912638407778
2,clean,Navigational,pga,10,10,0.5366974796240439
2,clean,Informational,retrain,1,1,0.5279901543854264
2,clean,Informational,retrain,2,2,0.5196435882107618
2,clean,Informational,retrain,3,3,0.5269130950398992
2,clean,Informational,retrain,4,4,0.5206735805566377
2,clean,Informational,retrain,5,5,0.5268597244954561
2,clean,Informational,retrain,6,6,0.5223443427036316
2,clean,Informational,retrain,7,7,0.5286839308244733
2,clean,Informational,retrain,8,8,0.5363410873359735
2,clean,Informational,retrain,9,9,0.5244872580287091
2,clean,Informational,retrain,10,10,0.5306144973528495
2,clean,Informational,FedRemove,1,1,0.5334924192259853
2,clean,Informational,FedRemove,2,2,0.5320142823506847
2,clean,Informational,FedRemove,3,3,0.539300794511163
2,clean,Informational,FedRemove,4,4,0.5252969019907977
2,clean,Informational,FedRemove,5,5,0.5394002797073878
2,clean,Informational,FedRemove,6,6,0.532106529041227
2,clean,Informational,FedRemove,7,7,0.5304526482491231
2,clean,Informational,FedRemove,8,8,0.5349419108067948
2,clean,Informational,FedRemove,9,9,0.527603783391051
2,clean,Informational,FedRemove,10,10,0.5306526932270305
2,clean,Informational,fedEraser,1,1,0.5308588540337101
2,clean,Informational,fedEraser,2,2,0.5329458567974795
2,clean,Informational,fedEraser,3,3,0.5349062749690201
2,clean,Informational,fedEraser,4,4,0.5337754386987704
2,clean,Informational,fedEraser,5,5,0.5326232843767031
2,clean,Informational,fedEraser,6,6,0.5342220731867727
2,clean,Informational,fedEraser,7,7,0.5282904050521348
2,clean,Informational,fedEraser,8,8,0.5313161506991944
2,clean,Informational,fedEraser,9,9,0.5347982176360497
2,clean,Informational,fedEraser,10,10,0.5406639511899414
2,clean,Informational,fineTuning,1,1,0.5380326750506061
2,clean,Informational,fineTuning,2,2,0.5382618333199872
2,clean,Informational,fineTuning,3,3,0.5411945358802785
2,clean,Informational,fineTuning,4,4,0.5493487869373488
2,clean,Informational,fineTuning,5,5,0.5393684964430848
2,clean,Informational,fineTuning,6,6,0.5349754789968102
2,clean,Informational,fineTuning,7,7,0.543108529570646
2,clean,Informational,fineTuning,8,8,0.5478373344117597
2,clean,Informational,fineTuning,9,9,0.5490294434595283
2,clean,Informational,fineTuning,10,10,0.5414117464171672
2,clean,Informational,pga,1,1,0.5210685656051621
2,clean,Informational,pga,2,2,0.5309749125402942
2,clean,Informational,pga,3,3,0.5365116026119028
2,clean,Informational,pga,4,4,0.5425029953481432
2,clean,Informational,pga,5,5,0.5309405373037277
2,clean,Informational,pga,6,6,0.5238821207836349
2,clean,Informational,pga,7,7,0.5349580611317696
2,clean,Informational,pga,8,8,0.5256333852513154
2,clean,Informational,pga,9,9,0.543180608306758
2,clean,Informational,pga,10,10,0.5317061508232185
2,data_poison,Perfect,retrain,1,1,0.5362919148132863
2,data_poison,Perfect,retrain,2,2,0.5423009278560272
2,data_poison,Perfect,retrain,3,3,0.5369030793815447
2,data_poison,Perfect,retrain,4,4,0.5380968605879762
2,data_poison,Perfect,retrain,5,5,0.535210167147995
2,data_poison,Perfect,retrain,6,6,0.5380498976464255
2,data_poison,Perfect,retrain,7,7,0.5395759334245777
2,data_poison,Perfect,retrain,8,8,0.5352253957869839
2,data_poison,Perfect,retrain,9,9,0.5408914523024059
2,data_poison,Perfect,retrain,10,10,0.5341912015821548
2,data_poison,Perfect,FedRemove,1,1,0.502118169916219
2,data_poison,Perfect,FedRemove,2,2,0.5362271063219819
2,data_poison,Perfect,FedRemove,3,3,0.5303050783985065
2,data_poison,Perfect,FedRemove,4,4,0.5300563500243989
2,data_poison,Perfect,FedRemove,5,5,0.5201557144046364
2,data_poison,Perfect,FedRemove,6,6,0.502437675694328
2,data_poison,Perfect,FedRemove,7,7,0.5267800886726314
2,data_poison,Perfect,FedRemove,8,8,0.5256783060345668
2,data_poison,Perfect,FedRemove,9,9,0.5109430884119557
2,data_poison,Perfect,FedRemove,10,10,0.5209672798500721
2,data_poison,Perfect,fedEraser,1,1,0.5358650802596304
2,data_poison,Perfect,fedEraser,2,2,0.5416473670519606
2,data_poison,Perfect,fedEraser,3,3,0.5372449773826132
2,data_poison,Perfect,fedEraser,4,4,0.5415285369251325
2,data_poison,Perfect,fedEraser,5,5,0.5445014984119765
2,data_poison,Perfect,fedEraser,6,6,0.5392942358256989
2,data_poison,Perfect,fedEraser,7,7,0.5438728834843665
2,data_poison,Perfect,fedEraser,8,8,0.5338737450494723
2,data_poison,Perfect,fedEraser,9,9,0.5453626715007369
2,data_poison,Perfect,fedEraser,10,10,0.5439602861289444
2,data_poison,Perfect,fineTuning,1,1,0.5336448342668877
2,data_poison,Perfect,fineTuning,2,2,0.5365296420640999
2,data_poison,Perfect,fineTuning,3,3,0.5350617224725712
2,data_poison,Perfect,fineTuning,4,4,0.5439332698815931
2,data_poison,Perfect,fineTuning,5,5,0.5433252676629797
2,data_poison,Perfect,fineTuning,6,6,0.5371213942249978
2,data_poison,Perfect,fineTuning,7,7,0.5427360122363432
2,data_poison,Perfect,fineTuning,8,8,0.5368879740818656
2,data_poison,Perfect,fineTuning,9,9,0.5384779622322773
2,data_poison,Perfect,fineTuning,10,10,0.5410430360079107
2,data_poison,Perfect,pga,1,1,0.5313637836032326
2,data_poison,Perfect,pga,2,2,0.5399159831273466
2,data_poison,Perfect,pga,3,3,0.5484071598496196
2,data_poison,Perfect,pga,4,4,0.5479624120091885
2,data_poison,Perfect,pga,5,5,0.5388375116287167
2,data_poison,Perfect,pga,6,6,0.5328304610778642
2,data_poison,Perfect,pga,7,7,0.547907977349235
2,data_poison,Perfect,pga,8,8,0.5419122799954107
2,data_poison,Perfect,pga,9,9,0.5403478648573851
2,data_poison,Perfect,pga,10,10,0.5418070359538371
2,data_poison,Navigational,retrain,1,1,0.5297759228697898
2,data_poison,Navigational,retrain,2,2,0.532987071030796
2,data_poison,Navigational,retrain,3,3,0.538107169824379
2,data_poison,Navigational,retrain,4,4,0.5384369796964815
2,data_poison,Navigational,retrain,5,5,0.5331433948047659
2,data_poison,Navigational,retrain,6,6,0.5329829473159076
2,data_poison,Navigational,retrain,7,7,0.5332461496849156
2,data_poison,Navigational,retrain,8,8,0.5247775686661681
2,data_poison,Navigational,retrain,9,9,0.5434786818713815
2,data_poison,Navigational,retrain,10,10,0.5279090644028054
2,data_poison,Navigational,FedRemove,1,1,0.21238766566105569
2,data_poison,Navigational,FedRemove,2,2,0.2265359586773658
2,data_poison,Navigational,FedRemove,3,3,0.20939048371463811
2,data_poison,Navigational,FedRemove,4,4,0.17624421227819034
2,data_poison,Navigational,FedRemove,5,5,0.22885699731373446
2,data_poison,Navigational,FedRemove,6,6,0.20426659102690797
2,data_poison,Navigational,FedRemove,7,7,0.20378468214014445
2,data_poison,Navigational,FedRemove,8,8,0.25729023685086294
2,data_poison,Navigational,FedRemove,9,9,0.21174311288359263
2,data_poison,Navigational,FedRemove,10,10,0.2151037672750723
2,data_poison,Navigational,fedEraser,1,1,0.5300528057811245
2,data_poison,Navigational,fedEraser,2,2,0.5397920464314779
2,data_poison,Navigational,fedEraser,3,3,0.5388008347985092
2,data_poison,Navigational,fedEraser,4,4,0.5406574848756994
2,data_poison,Navigational,fedEraser,5,5,0.5337091250928556
2,data_poison,Navigational,fedEraser,6,6,0.5382445882458095
2,data_poison,Navigational,fedEraser,7,7,0.5382342571902301
2,data_poison,Navigational,fedEraser,8,8,0.5307618158957473
2,data_poison,Navigational,fedEraser,9,9,0.5376518616483104
2,data_poison,Navigational,fedEraser,10,10,0.5365669189119338
2,data_poison,Navigational,fineTuning,1,1,0.5477249882066669
2,data_poison,Navigational,fineTuning,2,2,0.5502114960292994
2,data_poison,Navigational,fineTuning,3,3,0.5384299470421025
2,data_poison,Navigational,fineTuning,4,4,0.5499516704773718
2,data_poison,Navigational,fineTuning,5,5,0.5366325467904485
2,data_poison,Navigational,fineTuning,6,6,0.5456938517955358
2,data_poison,Navigational,fineTuning,7,7,0.5419491397032198
2,data_poison,Navigational,fineTuning,8,8,0.5400321348461498
2,data_poison,Navigational,fineTuning,9,9,0.5370530613241401
2,data_poison,Navigational,fineTuning,10,10,0.5449136212514302
2,data_poison,Navigational,pga,1,1,0.5338286872319158
2,data_poison,Navigational,pga,2,2,0.5275462913005337
2,data_poison,Navigational,pga,3,3,0.5429963394295529
2,data_poison,Navigational,pga,4,4,0.5407764025720955
2,data_poison,Navigational,pga,5,5,0.5316425804744885
2,data_poison,Navigational,pga,6,6,0.5347308250544298
2,data_poison,Navigational,pga,7,7,0.5328116400171566
2,data_poison,Navigational,pga,8,8,0.539501880315844
2,data_poison,Navigational,pga,9,9,0.5300407955100823
2,data_poison,Navigational,pga,10,10,0.5433388904364244
2,data_poison,Informational,retrain,1,1,0.5279232318472445
2,data_poison,Informational,retrain,2,2,0.5416645711404761
2,data_poison,Informational,retrain,3,3,0.5337461157810103
2,data_poison,Informational,retrain,4,4,0.543304194945343
2,data_poison,Informational,retrain,5,5,0.5243686483255726
2,data_poison,Informational,retrain,6,6,0.5296433520015124
2,data_poison,Informational,retrain,7,7,0.524228833918137
2,data_poison,Informational,retrain,8,8,0.522869325250596
2,data_poison,Informational,retrain,9,9,0.5373661028119497
2,data_poison,Informational,retrain,10,10,0.5252713815568082
2,data_poison,Informational,FedRemove,1,1,0.1664079187304272
2,data_poison,Informational,FedRemove,2,2,0.2378963417387385
2,data_poison,Informational,FedRemove,3,3,0.19168488908556694
2,data_poison,Informational,FedRemove,4,4,0.17930535288019836
2,data_poison,Informational,FedRemove,5,5,0.17544541992006168
2,data_poison,Informational,FedRemove,6,6,0.17231497057941425
2,data_poison,Informational,FedRemove,7,7,0.15655025653626967
2,data_poison,Informational,FedRemove,8,8,0.16208319838213062
2,data_poison,Informational,FedRemove,9,9,0.18391847950042278
2,data_poison,Informational,FedRemove,10,10,0.17152709054269757
2,data_poison,Informational,fedEraser,1,1,0.5268601795760103
2,data_poison,Informational,fedEraser,2,2,0.5315045929942486
2,data_poison,Informational,fedEraser,3,3,0.541450797751301
2,data_poison,Informational,fedEraser,4,4,0.5266011094273483
2,data_poison,Informational,fedEraser,5,5,0.5338921973268459
2,data_poison,Informational,fedEraser,6,6,0.5384473600822379
2,data_poison,Informational,fedEraser,7,7,0.5422851378186697
2,data_poison,Informational,fedEraser,8,8,0.5220458912816708
2,data_poison,Informational,fedEraser,9,9,0.5307978877994595
2,data_poison,Informational,fedEraser,10,10,0.5202041852214326
2,data_poison,Informational,fineTuning,1,1,0.536456072138604
2,data_poison,Informational,fineTuning,2,2,0.5432816926658471
2,data_poison,Informational,fineTuning,3,3,0.5444488507033648
2,data_poison,Informational,fineTuning,4,4,0.5484105027437521
2,data_poison,Informational,fineTuning,5,5,0.5490282053147287
2,data_poison,Informational,fineTuning,6,6,0.5450756539182623
2,data_poison,Informational,fineTuning,7,7,0.5414641611528422
2,data_poison,Informational,fineTuning,8,8,0.5453455816198571
2,data_poison,Informational,fineTuning,9,9,0.5385873900789448
2,data_poison,Informational,fineTuning,10,10,0.5466939138231978
2,data_poison,Informational,pga,1,1,0.524586370261119
2,data_poison,Informational,pga,2,2,0.5296213321335596
2,data_poison,Informational,pga,3,3,0.5374618786575837
2,data_poison,Informational,pga,4,4,0.5356328800236567
2,data_poison,Informational,pga,5,5,0.5344192862299189
2,data_poison,Informational,pga,6,6,0.5270643403105275
2,data_poison,Informational,pga,7,7,0.5381779934598948
2,data_poison,Informational,pga,8,8,0.5309715252042443
2,data_poison,Informational,pga,9,9,0.5258538895208645
2,data_poison,Informational,pga,10,10,0.53856145995509
2,model_poison,Perfect,retrain,1,1,0.5357404894519772
2,model_poison,Perfect,retrain,2,2,0.5413293407247626
2,model_poison,Perfect,retrain,3,3,0.5398232577006385
2,model_poison,Perfect,retrain,4,4,0.5458143407267295
2,model_poison,Perfect,retrain,5,5,0.5348908681433849
2,model_poison,Perfect,retrain,6,6,0.5389669292007927
2,model_poison,Perfect,retrain,7,7,0.5435437256301805
2,model_poison,Perfect,retrain,8,8,0.5394087145465424
2,model_poison,Perfect,retrain,9,9,0.5389360392320468
2,model_poison,Perfect,retrain,10,10,0.5389106570762048
2,model_poison,Perfect,FedRemove,1,1,0.3087314327217459
2,model_poison,Perfect,FedRemove,2,2,0.2652497630469215
2,model_poison,Perfect,FedRemove,3,3,0.30749410744882105
2,model_poison,Perfect,FedRemove,4,4,0.23222742032046612
2,model_poison,Perfect,FedRemove,5,5,0.3693163327244169
2,model_poison,Perfect,FedRemove,6,6,0.2677111561522156
2,model_poison,Perfect,FedRemove,7,7,0.24226680886781052
2,model_poison,Perfect,FedRemove,8,8,0.2495712987817994
2,model_poison,Perfect,FedRemove,9,9,0.3093851773831608
2,model_poison,Perfect,FedRemove,10,10,0.2613086052604673
2,model_poison,Perfect,fedEraser,1,1,0.5334793821262764
2,model_poison,Perfect,fedEraser,2,2,0.5398048448378827
2,model_poison,Perfect,fedEraser,3,3,0.5333722905194418
2,model_poison,Perfect,fedEraser,4,4,0.5427143703219058
2,model_poison,Perfect,fedEraser,5,5,0.5435571273477364
2,model_poison,Perfect,fedEraser,6,6,0.5369039437103789
2,model_poison,Perfect,fedEraser,7,7,0.5388766376211548
2,model_poison,Perfect,fedEraser,8,8,0.5331886414008025
2,model_poison,Perfect,fedEraser,9,9,0.5386679231600171
2,model_poison,Perfect,fedEraser,10,10,0.5392642581661465
2,model_poison,Perfect,fineTuning,1,1,0.5319206868753935
2,model_poison,Perfect,fineTuning,2,2,0.5361857931971733
2,model_poison,Perfect,fineTuning,3,3,0.5342263574596069
2,model_poison,Perfect,fineTuning,4,4,0.5351201684795822
2,model_poison,Perfect,fineTuning,5,5,0.5438105467893393
2,model_poison,Perfect,fineTuning,6,6,0.5377395561780238
2,model_poison,Perfect,fineTuning,7,7,0.5427774403880261
2,model_poison,Perfect,fineTuning,8,8,0.5398839982730462
2,model_poison,Perfect,fineTuning,9,9,0.5365360605751835
2,model_poison,Perfect,fineTuning,10,10,0.5446396297516233
2,model_poison,Perfect,pga,1,1,0.516006818510384
2,model_poison,Perfect,pga,2,2,0.5183870094776665
2,model_poison,Perfect,pga,3,3,0.5287298994365383
2,model_poison,Perfect,pga,4,4,0.5360383362220696
2,model_poison,Perfect,pga,5,5,0.5320455651035132
2,model_poison,Perfect,pga,6,6,0.507215145945936
2,model_poison,Perfect,pga,7,7,0.5071141025254212
2,model_poison,Perfect,pga,8,8,0.5136619716563818
2,model_poison,Perfect,pga,9,9,0.5324369454968223
2,model_poison,Perfect,pga,10,10,0.534894842054333
2,model_poison,Navigational,retrain,1,1,0.5339043736736051
2,model_poison,Navigational,retrain,2,2,0.5357025654133134
2,model_poison,Navigational,retrain,3,3,0.5331573384982231
2,model_poison,Navigational,retrain,4,4,0.5310234099459614
2,model_poison,Navigational,retrain,5,5,0.5309370571082491
2,model_poison,Navigational,retrain,6,6,0.5371454716550067
2,model_poison,Navigational,retrain,7,7,0.533894477728121
2,model_poison,Navigational,retrain,8,8,0.5267557442566243
2,model_poison,Navigational,retrain,9,9,0.5360630937900555
2,model_poison,Navigational,retrain,10,10,0.5342011511973114
2,model_poison,Navigational,FedRemove,1,1,0.2551355426764582
2,model_poison,Navigational,FedRemove,2,2,0.30185341763846485
2,model_poison,Navigational,FedRemove,3,3,0.40572721461291256
2,model_poison,Navigational,FedRemove,4,4,0.35791863763448134
2,model_poison,Navigational,FedRemove,5,5,0.3433788307987844
2,model_poison,Navigational,FedRemove,6,6,0.2597412702226936
2,model_poison,Navigational,FedRemove,7,7,0.2813942711345762
2,model_poison,Navigational,FedRemove,8,8,0.3318111072090657
2,model_poison,Navigational,FedRemove,9,9,0.19253753792633482
2,model_poison,Navigational,FedRemove,10,10,0.23104371908344234
2,model_poison,Navigational,fedEraser,1,1,0.5353392570361893
2,model_poison,Navigational,fedEraser,2,2,0.5425098901729494
2,model_poison,Navigational,fedEraser,3,3,0.5333966086520809
2,model_poison,Navigational,fedEraser,4,4,0.5404222073070691
2,model_poison,Navigational,fedEraser,5,5,0.5394308514262441
2,model_poison,Navigational,fedEraser,6,6,0.5356059427958604
2,model_poison,Navigational,fedEraser,7,7,0.5362166083659151
2,model_poison,Navigational,fedEraser,8,8,0.5298619182719186
2,model_poison,Navigational,fedEraser,9,9,0.5427738670722247
2,model_poison,Navigational,fedEraser,10,10,0.5398099831939308
2,model_poison,Navigational,fineTuning,1,1,0.5455392044150014
2,model_poison,Navigational,fineTuning,2,2,0.5482865795531943
2,model_poison,Navigational,fineTuning,3,3,0.5467924616894918
2,model_poison,Navigational,fineTuning,4,4,0.546204272984007
2,model_poison,Navigational,fineTuning,5,5,0.5422413842420748
2,model_poison,Navigational,fineTuning,6,6,0.5430837216762866
2,model_poison,Navigational,fineTuning,7,7,0.5465043543941854
2,model_poison,Navigational,fineTuning,8,8,0.540104467762757
2,model_poison,Navigational,fineTuning,9,9,0.5359830848472749
2,model_poison,Navigational,fineTuning,10,10,0.5481154145740933
2,model_poison,Navigational,pga,1,1,0.520578771682104
2,model_poison,Navigational,pga,2,2,0.5102992406404584
2,model_poison,Navigational,pga,3,3,0.5262609990446658
2,model_poison,Navigational,pga,4,4,0.5335952306877091
2,model_poison,Navigational,pga,5,5,0.5301279918495986
2,model_poison,Navigational,pga,6,6,0.5086921013811773
2,model_poison,Navigational,pga,7,7,0.5154611939557702
2,model_poison,Navigational,pga,8,8,0.5164347201279903
2,model_poison,Navigational,pga,9,9,0.5246567598357135
2,model_poison,Navigational,pga,10,10,0.527115753824821
2,model_poison,Informational,retrain,1,1,0.5257242684710622
2,model_poison,Informational,retrain,2,2,0.5169432831404079
2,model_poison,Informational,retrain,3,3,0.5266620464371605
2,model_poison,Informational,retrain,4,4,0.525751346611362
2,model_poison,Informational,retrain,5,5,0.5275258611681884
2,model_poison,Informational,retrain,6,6,0.5243897423544802
2,model_poison,Informational,retrain,7,7,0.5333674781196447
2,model_poison,Informational,retrain,8,8,0.5261969797800637
2,model_poison,Informational,retrain,9,9,0.5356728826706703
2,model_poison,Informational,retrain,10,10,0.5289076655911502
2,model_poison,Informational,FedRemove,1,1,0.1957494614909102
2,model_poison,Informational,FedRemove,2,2,0.29124589034328746
2,model_poison,Informational,FedRemove,3,3,0.3371346839500414
2,model_poison,Informational,FedRemove,4,4,0.326539153444432
2,model_poison,Informational,FedRemove,5,5,0.25961453790568984
2,model_poison,Informational,FedRemove,6,6,0.3315434274669563
2,model_poison,Informational,FedRemove,7,7,0.1821211426617659
2,model_poison,Informational,FedRemove,8,8,0.2150891830996249
2,model_poison,Informational,FedRemove,9,9,0.20465933856350418
2,model_poison,Informational,FedRemove,10,10,0.3420967422710181
2,model_poison,Informational,fedEraser,1,1,0.5233228425224777
2,model_poison,Informational,fedEraser,2,2,0.5324018693244754
2,model_poison,Informational,fedEraser,3,3,0.530096391352783
2,model_poison,Informational,fedEraser,4,4,0.5331130221173664
2,model_poison,Informational,fedEraser,5,5,0.5300171626830976
2,model_poison,Informational,fedEraser,6,6,0.5385583924079196
2,model_poison,Informational,fedEraser,7,7,0.527389364071047
2,model_poison,Informational,fedEraser,8,8,0.5171904282302489
2,model_poison,Informational,fedEraser,9,9,0.5342088829313107
2,model_poison,Informational,fedEraser,10,10,0.5441384275463265
2,model_poison,Informational,fineTuning,1,1,0.5407990045030602
2,model_poison,Informational,fineTuning,2,2,0.5446418990470826
2,model_poison,Informational,fineTuning,3,3,0.5367719338084304
2,model_poison,Informational,fineTuning,4,4,0.5489851031342138
2,model_poison,Informational,fineTuning,5,5,0.5412918613787386
2,model_poison,Informational,fineTuning,6,6,0.5347694035814005
2,model_poison,Informational,fineTuning,7,7,0.5473084521276662
2,model_poison,Informational,fineTuning,8,8,0.539013081698186
2,model_poison,Informational,fineTuning,9,9,0.536407769211872
2,model_poison,Informational,fineTuning,10,10,0.5469128277679427
2,model_poison,Informational,pga,1,1,0.5230194809527855
2,model_poison,Informational,pga,2,2,0.48626760682078884
2,model_poison,Informational,pga,3,3,0.502214241266787
2,model_poison,Informational,pga,4,4,0.4991471154613325
2,model_poison,Informational,pga,5,5,0.5177751963822561
2,model_poison,Informational,pga,6,6,0.5056435026363957
2,model_poison,Informational,pga,7,7,0.5261932915139588
2,model_poison,Informational,pga,8,8,0.49543085887260957
2,model_poison,Informational,pga,9,9,0.5060444574725722
2,model_poison,Informational,pga,10,10,0.5121082105743143
